pattern,gene,rank,cogaps_weight,contrast_scope,cell_type,mean_log2fc_stim_vs_ctrl,median_log2fc_stim_vs_ctrl,n_pairs,n_up_pairs,n_down_pairs,n_zero_pairs,sign_consistency,wilcoxon_pvalue,direction,evidence_strength,wilcoxon_fdr
Pattern4,S100A6,12,5.203314304351807,by_cell_type,Dendritic cells,-0.47391449486795373,-0.4458315106432016,6,0,6,0,1.0,0.03125,down_in_stim,moderate,0.0490301724137931
Pattern4,S100A6,12,5.203314304351807,by_cell_type,FCGR3A+ Monocytes,-0.7432066320601193,-0.7814779273839143,6,0,6,0,1.0,0.03125,down_in_stim,strong,0.0490301724137931
Pattern4,S100A6,12,5.203314304351807,by_cell_type,Megakaryocytes,3.8993926242885006,3.8993926242885006,1,1,0,0,1.0,,up_in_stim,strong,
Pattern4,S100A6,12,5.203314304351807,by_cell_type,NK cells,-1.1491767631602285,-1.2543116621824142,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern4,TYROBP,13,5.1853132247924805,by_cell_type,B cells,1.035822503789366,-0.15528808290884388,8,3,4,1,0.5,0.578125,up_in_stim,weak_or_mixed,0.6292987440191388
Pattern4,TYROBP,13,5.1853132247924805,by_cell_type,CD14+ Monocytes,-0.07827482278777165,-0.05765215625862563,8,1,7,0,0.875,0.109375,down_in_stim,weak_or_mixed,0.13747410220994474
Pattern4,TYROBP,13,5.1853132247924805,by_cell_type,CD4 T cells,-0.03787011051076805,-0.17942935778226055,8,3,5,0,0.625,0.7421875,down_in_stim,weak_or_mixed,0.7835158062645011
Pattern4,TYROBP,13,5.1853132247924805,by_cell_type,CD8 T cells,-0.5101658570163969,-0.4671290747321102,5,1,4,0,0.8,0.3125,down_in_stim,strong,0.35635964912280704
Pattern4,TYROBP,13,5.1853132247924805,by_cell_type,Dendritic cells,0.06138166406959981,0.027166593473586076,6,3,3,0,0.5,1.0,up_in_stim,weak_or_mixed,1.0
Pattern4,TYROBP,13,5.1853132247924805,by_cell_type,FCGR3A+ Monocytes,0.40609848799352416,0.4202828674649437,6,6,0,0,1.0,0.03125,up_in_stim,moderate,0.0490301724137931
Pattern4,TYROBP,13,5.1853132247924805,by_cell_type,Megakaryocytes,3.8993926242885006,3.8993926242885006,1,1,0,0,1.0,,up_in_stim,strong,
Pattern4,TYROBP,13,5.1853132247924805,by_cell_type,NK cells,-0.29077549870512165,-0.2421751231788658,8,1,7,0,0.875,0.0234375,down_in_stim,moderate,0.0490301724137931
Pattern4,FCER1G,14,5.0434770584106445,by_cell_type,B cells,1.705454072828551,0.5607529760619969,8,7,1,0,0.875,0.078125,up_in_stim,strong,0.09901636490250697
Pattern4,FCER1G,14,5.0434770584106445,by_cell_type,CD14+ Monocytes,-0.29550558352771383,-0.3239693445674092,8,0,8,0,1.0,0.0078125,down_in_stim,moderate,0.020547326589595377
Pattern4,FCER1G,14,5.0434770584106445,by_cell_type,CD4 T cells,0.135874569202024,-0.017200133800864492,8,4,4,0,0.5,0.84375,up_in_stim,weak_or_mixed,0.8725142045454546
Pattern4,FCER1G,14,5.0434770584106445,by_cell_type,CD8 T cells,-0.08530600269303204,-0.14553801984538683,5,2,3,0,0.6,1.0,down_in_stim,weak_or_mixed,1.0
Pattern4,FCER1G,14,5.0434770584106445,by_cell_type,Dendritic cells,-0.39826729007051426,-0.31394663522244404,6,1,5,0,0.8333333333333334,0.15625,down_in_stim,moderate,0.18907912234042554
Pattern4,FCER1G,14,5.0434770584106445,by_cell_type,FCGR3A+ Monocytes,-0.2834666488849538,-0.32011402606948547,6,0,6,0,1.0,0.03125,down_in_stim,moderate,0.0490301724137931
Pattern4,FCER1G,14,5.0434770584106445,by_cell_type,Megakaryocytes,-1.7441400692576092,-1.7441400692576092,1,0,1,0,1.0,,down_in_stim,strong,
Pattern4,FCER1G,14,5.0434770584106445,by_cell_type,NK cells,-0.252158869518194,-0.2928147581024234,8,1,7,0,0.875,0.0234375,down_in_stim,moderate,0.0490301724137931
Pattern4,GAPDH,15,4.962108135223389,by_cell_type,B cells,-1.1472860453082816,-1.1139802939629435,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern4,GAPDH,15,4.962108135223389,by_cell_type,CD14+ Monocytes,-1.3743945929288854,-1.3980464138711213,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern4,GAPDH,15,4.962108135223389,by_cell_type,CD4 T cells,-0.9105630987578597,-0.8050774813771584,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern4,GAPDH,15,4.962108135223389,by_cell_type,CD8 T cells,-0.971845931956047,-0.8922423228228809,5,0,5,0,1.0,0.0625,down_in_stim,strong,0.0803319209039548
Pattern4,GAPDH,15,4.962108135223389,by_cell_type,Dendritic cells,-0.904039595949854,-0.9104709830676034,6,0,6,0,1.0,0.03125,down_in_stim,strong,0.0490301724137931
Pattern4,GAPDH,15,4.962108135223389,by_cell_type,FCGR3A+ Monocytes,-1.1068140589826976,-1.0537590634878873,6,0,6,0,1.0,0.03125,down_in_stim,strong,0.0490301724137931
Pattern4,GAPDH,15,4.962108135223389,by_cell_type,Megakaryocytes,-0.22270491234475198,-0.22270491234475198,1,0,1,0,1.0,,down_in_stim,suggestive,
Pattern4,GAPDH,15,4.962108135223389,by_cell_type,NK cells,-1.0705271442142008,-1.0782526392490075,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern5,FTH1,1,9.552271842956543,by_cell_type,B cells,-1.3098243441406336,-1.2582921425349785,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern5,FTH1,1,9.552271842956543,by_cell_type,CD14+ Monocytes,-1.133141654337639,-1.0824018232817014,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern5,FTH1,1,9.552271842956543,by_cell_type,CD4 T cells,-0.845984476155722,-0.8403689297802117,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern5,FTH1,1,9.552271842956543,by_cell_type,CD8 T cells,-1.0021307651834175,-0.9182330838954496,5,0,5,0,1.0,0.0625,down_in_stim,strong,0.0803319209039548
Pattern5,FTH1,1,9.552271842956543,by_cell_type,Dendritic cells,-1.080423242998389,-0.9944972104603984,6,0,6,0,1.0,0.03125,down_in_stim,strong,0.0490301724137931
Pattern5,FTH1,1,9.552271842956543,by_cell_type,FCGR3A+ Monocytes,-1.0869520560166464,-1.1057151303919106,6,0,6,0,1.0,0.03125,down_in_stim,strong,0.0490301724137931
Pattern5,FTH1,1,9.552271842956543,by_cell_type,Megakaryocytes,0.468200785918107,0.468200785918107,1,1,0,0,1.0,,up_in_stim,moderate,
Pattern5,FTH1,1,9.552271842956543,by_cell_type,NK cells,-0.6397938651378916,-0.6964991210954503,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern5,ACTB,2,7.523075580596924,by_cell_type,B cells,-0.7411058585931118,-0.8163699895181855,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern5,ACTB,2,7.523075580596924,by_cell_type,CD14+ Monocytes,-1.5466987605632654,-1.5255323381283494,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern5,ACTB,2,7.523075580596924,by_cell_type,CD4 T cells,-0.6073799271502784,-0.592141269920222,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern5,ACTB,2,7.523075580596924,by_cell_type,CD8 T cells,-0.5180223489678845,-0.4884144173616427,5,0,5,0,1.0,0.0625,down_in_stim,strong,0.0803319209039548
Pattern5,ACTB,2,7.523075580596924,by_cell_type,Dendritic cells,-1.0680027255884637,-1.058679915592819,6,0,6,0,1.0,0.03125,down_in_stim,strong,0.0490301724137931
Pattern5,ACTB,2,7.523075580596924,by_cell_type,FCGR3A+ Monocytes,-1.2759696853826972,-1.2630831989260072,6,0,6,0,1.0,0.03125,down_in_stim,strong,0.0490301724137931
Pattern5,ACTB,2,7.523075580596924,by_cell_type,Megakaryocytes,0.6391114972590355,0.6391114972590355,1,1,0,0,1.0,,up_in_stim,strong,
Pattern5,ACTB,2,7.523075580596924,by_cell_type,NK cells,-0.40242536629756875,-0.3476425544438113,8,1,7,0,0.875,0.0546875,down_in_stim,moderate,0.0803319209039548
Pattern5,PFN1,3,5.885098934173584,by_cell_type,B cells,-0.9187309023057533,-0.8901162834168312,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern5,PFN1,3,5.885098934173584,by_cell_type,CD14+ Monocytes,-1.5777032034883467,-1.5870797107727288,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern5,PFN1,3,5.885098934173584,by_cell_type,CD4 T cells,-0.4684921392017871,-0.5132717421465944,8,0,8,0,1.0,0.0078125,down_in_stim,moderate,0.020547326589595377
Pattern5,PFN1,3,5.885098934173584,by_cell_type,CD8 T cells,-0.7703482087900898,-0.7632291298437508,5,0,5,0,1.0,0.0625,down_in_stim,strong,0.0803319209039548
Pattern5,PFN1,3,5.885098934173584,by_cell_type,Dendritic cells,-1.1298928693628627,-1.1188838641555643,6,0,6,0,1.0,0.03125,down_in_stim,strong,0.0490301724137931
Pattern5,PFN1,3,5.885098934173584,by_cell_type,FCGR3A+ Monocytes,-1.3146745944740001,-1.268135348945326,6,0,6,0,1.0,0.03125,down_in_stim,strong,0.0490301724137931
Pattern5,PFN1,3,5.885098934173584,by_cell_type,Megakaryocytes,4.850223776745797,4.850223776745797,1,1,0,0,1.0,,up_in_stim,strong,
Pattern5,PFN1,3,5.885098934173584,by_cell_type,NK cells,-0.8729971762939712,-0.8879509260263161,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern5,CCR7,4,2.1090493202209473,by_cell_type,B cells,0.38297902628160174,0.5639202985428886,8,7,1,0,0.875,0.1953125,up_in_stim,moderate,0.23202921018276762
Pattern5,CCR7,4,2.1090493202209473,by_cell_type,CD14+ Monocytes,0.6578757463380018,0.562079576113399,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020547326589595377
Pattern5,CCR7,4,2.1090493202209473,by_cell_type,CD4 T cells,0.2671998042996093,0.26715025232569456,8,8,0,0,1.0,0.0078125,up_in_stim,moderate,0.020547326589595377
Pattern5,CCR7,4,2.1090493202209473,by_cell_type,CD8 T cells,2.931566984109952,1.252121590391564,5,4,1,0,0.8,0.125,up_in_stim,strong,0.15455163043478262
Pattern5,CCR7,4,2.1090493202209473,by_cell_type,Dendritic cells,0.721376203854098,0.7318341701115072,6,5,1,0,0.8333333333333334,0.0625,up_in_stim,strong,0.0803319209039548
Pattern5,CCR7,4,2.1090493202209473,by_cell_type,FCGR3A+ Monocytes,2.189879356273049,1.0209626560923257,6,5,1,0,0.8333333333333334,0.15625,up_in_stim,strong,0.18907912234042554
Pattern5,CCR7,4,2.1090493202209473,by_cell_type,Megakaryocytes,1.3032509256424358,1.3032509256424358,1,1,0,0,1.0,,up_in_stim,strong,
Pattern5,CCR7,4,2.1090493202209473,by_cell_type,NK cells,-1.9424579385792122,-0.7710336664380604,8,2,6,0,0.75,0.1484375,down_in_stim,strong,0.1810698726541555
Pattern5,VIM,5,1.92166268825531,by_cell_type,B cells,-0.7344357322464945,-0.6609529302705823,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern5,VIM,5,1.92166268825531,by_cell_type,CD14+ Monocytes,-1.0233817489171206,-1.030687853870404,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern5,VIM,5,1.92166268825531,by_cell_type,CD4 T cells,-0.8292856054095605,-0.8648136807963329,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern5,VIM,5,1.92166268825531,by_cell_type,CD8 T cells,-1.211829993186886,-1.3340150172559824,5,0,5,0,1.0,0.0625,down_in_stim,strong,0.0803319209039548
Pattern5,VIM,5,1.92166268825531,by_cell_type,Dendritic cells,-0.723510034764851,-0.6919804082315704,6,0,6,0,1.0,0.03125,down_in_stim,strong,0.0490301724137931
Pattern5,VIM,5,1.92166268825531,by_cell_type,FCGR3A+ Monocytes,-0.6553079914716907,-0.6515250109689941,6,0,6,0,1.0,0.03125,down_in_stim,strong,0.0490301724137931
Pattern5,VIM,5,1.92166268825531,by_cell_type,Megakaryocytes,3.8993926242885006,3.8993926242885006,1,1,0,0,1.0,,up_in_stim,strong,
Pattern5,VIM,5,1.92166268825531,by_cell_type,NK cells,-1.3064442533288276,-1.2941730411425407,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern5,HSPA8,6,1.7270718812942505,by_cell_type,B cells,-0.0032590637211675766,0.06528542319557218,8,5,3,0,0.625,0.84375,down_in_stim,weak_or_mixed,0.8725142045454546
Pattern5,HSPA8,6,1.7270718812942505,by_cell_type,CD14+ Monocytes,0.13943053425876117,0.188011818089711,8,5,3,0,0.625,0.1953125,up_in_stim,suggestive,0.23202921018276762
Pattern5,HSPA8,6,1.7270718812942505,by_cell_type,CD4 T cells,0.05655865807539451,0.026280002604940123,8,5,3,0,0.625,0.546875,up_in_stim,weak_or_mixed,0.6010341183574879
Pattern5,HSPA8,6,1.7270718812942505,by_cell_type,CD8 T cells,0.3352150909181052,0.20084660709935953,5,4,1,0,0.8,0.125,up_in_stim,moderate,0.15455163043478262
Pattern5,HSPA8,6,1.7270718812942505,by_cell_type,Dendritic cells,0.5492420113518998,0.5970205768045753,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.0490301724137931
Pattern5,HSPA8,6,1.7270718812942505,by_cell_type,FCGR3A+ Monocytes,0.6170955584587956,0.4817458695321015,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.0490301724137931
Pattern5,HSPA8,6,1.7270718812942505,by_cell_type,Megakaryocytes,-5.64353269354611,-5.64353269354611,1,0,1,0,1.0,,down_in_stim,strong,
Pattern5,HSPA8,6,1.7270718812942505,by_cell_type,NK cells,0.33866993102936527,0.3456028196088239,8,7,1,0,0.875,0.0390625,up_in_stim,moderate,0.06045386904761905
Pattern5,LTB,7,1.4205821752548218,by_cell_type,B cells,-0.472868389888893,-0.41293378608830533,8,2,6,0,0.75,0.0546875,down_in_stim,moderate,0.0803319209039548
Pattern5,LTB,7,1.4205821752548218,by_cell_type,CD14+ Monocytes,-1.0350616927669312,-0.788110941697405,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern5,LTB,7,1.4205821752548218,by_cell_type,CD4 T cells,-0.5387919915364494,-0.5762406065888532,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern5,LTB,7,1.4205821752548218,by_cell_type,CD8 T cells,-2.079083584113727,-0.384000206468885,5,2,3,0,0.6,0.625,down_in_stim,weak_or_mixed,0.6754750593824228
Pattern5,LTB,7,1.4205821752548218,by_cell_type,Dendritic cells,0.7983331904093425,0.6877742524802875,6,5,1,0,0.8333333333333334,0.15625,up_in_stim,strong,0.18907912234042554
Pattern5,LTB,7,1.4205821752548218,by_cell_type,FCGR3A+ Monocytes,-1.6542304276910762,-0.41432259343658107,6,3,3,0,0.5,0.4375,down_in_stim,weak_or_mixed,0.4878982843137255
Pattern5,LTB,7,1.4205821752548218,by_cell_type,Megakaryocytes,-4.115166164695357,-4.115166164695357,1,0,1,0,1.0,,down_in_stim,strong,
Pattern5,LTB,7,1.4205821752548218,by_cell_type,NK cells,1.711339158016064,-0.4013949493257143,8,2,5,1,0.625,0.9375,up_in_stim,moderate,0.9650735294117647
Pattern5,EMP3,8,1.3183895349502563,by_cell_type,B cells,-0.6960419409153191,-0.6890020882084817,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern5,EMP3,8,1.3183895349502563,by_cell_type,CD14+ Monocytes,-0.30971051555094653,-0.3085395905047852,8,0,8,0,1.0,0.0078125,down_in_stim,moderate,0.020547326589595377
Pattern5,EMP3,8,1.3183895349502563,by_cell_type,CD4 T cells,-0.37506144378977413,-0.3365297285842468,8,0,8,0,1.0,0.0078125,down_in_stim,moderate,0.020547326589595377
Pattern5,EMP3,8,1.3183895349502563,by_cell_type,CD8 T cells,-0.8253666115204122,-0.8372086068079021,5,0,5,0,1.0,0.0625,down_in_stim,strong,0.0803319209039548
Pattern5,EMP3,8,1.3183895349502563,by_cell_type,Dendritic cells,-0.25084771960350594,-0.22534456131651037,6,0,6,0,1.0,0.03125,down_in_stim,moderate,0.0490301724137931
Pattern5,EMP3,8,1.3183895349502563,by_cell_type,FCGR3A+ Monocytes,-0.298349719160982,-0.22753003061744792,6,1,5,0,0.8333333333333334,0.0625,down_in_stim,moderate,0.0803319209039548
Pattern5,EMP3,8,1.3183895349502563,by_cell_type,Megakaryocytes,-4.115166164695357,-4.115166164695357,1,0,1,0,1.0,,down_in_stim,strong,
Pattern5,EMP3,8,1.3183895349502563,by_cell_type,NK cells,-1.0205514384993486,-0.9439109093014517,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern5,FTL,9,1.1944247484207153,by_cell_type,B cells,-0.925740020974422,-0.8218382879384096,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern5,FTL,9,1.1944247484207153,by_cell_type,CD14+ Monocytes,-0.604903657267645,-0.5751191166642826,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern5,FTL,9,1.1944247484207153,by_cell_type,CD4 T cells,-0.671531719426218,-0.6680025334571393,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern5,FTL,9,1.1944247484207153,by_cell_type,CD8 T cells,-0.7888354557232727,-0.7397202165468251,5,0,5,0,1.0,0.0625,down_in_stim,strong,0.0803319209039548
Pattern5,FTL,9,1.1944247484207153,by_cell_type,Dendritic cells,-0.4946768045828482,-0.5708221172266859,6,1,5,0,0.8333333333333334,0.0625,down_in_stim,moderate,0.0803319209039548
Pattern5,FTL,9,1.1944247484207153,by_cell_type,FCGR3A+ Monocytes,-0.6844409423777827,-0.6948111792041063,6,0,6,0,1.0,0.03125,down_in_stim,strong,0.0490301724137931
Pattern5,FTL,9,1.1944247484207153,by_cell_type,Megakaryocytes,-0.2730577877128404,-0.2730577877128404,1,0,1,0,1.0,,down_in_stim,moderate,
Pattern5,FTL,9,1.1944247484207153,by_cell_type,NK cells,-0.7394631680025365,-0.81937274878912,8,1,7,0,0.875,0.015625,down_in_stim,strong,0.038018048128342245
Pattern5,ACTG1,10,0.8941589593887329,by_cell_type,B cells,-0.5839741917415744,-0.5596284016651412,8,1,7,0,0.875,0.015625,down_in_stim,strong,0.038018048128342245
Pattern5,ACTG1,10,0.8941589593887329,by_cell_type,CD14+ Monocytes,-1.4584955888220372,-1.4255046020622153,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern5,ACTG1,10,0.8941589593887329,by_cell_type,CD4 T cells,-0.395681757075095,-0.4304785740578474,8,0,8,0,1.0,0.0078125,down_in_stim,moderate,0.020547326589595377
Pattern5,ACTG1,10,0.8941589593887329,by_cell_type,CD8 T cells,0.02731619779639267,-0.11496308545621403,5,2,3,0,0.6,0.8125,up_in_stim,weak_or_mixed,0.8479071100917431
Pattern5,ACTG1,10,0.8941589593887329,by_cell_type,Dendritic cells,-0.6866401538038037,-0.7447152377244359,6,0,6,0,1.0,0.03125,down_in_stim,strong,0.0490301724137931
Pattern5,ACTG1,10,0.8941589593887329,by_cell_type,FCGR3A+ Monocytes,-1.1775565181847696,-1.1980014280700084,6,0,6,0,1.0,0.03125,down_in_stim,strong,0.0490301724137931
Pattern5,ACTG1,10,0.8941589593887329,by_cell_type,Megakaryocytes,-5.072928689090549,-5.072928689090549,1,0,1,0,1.0,,down_in_stim,strong,
Pattern5,ACTG1,10,0.8941589593887329,by_cell_type,NK cells,-0.43308717452679835,-0.43003888359052755,8,0,8,0,1.0,0.0078125,down_in_stim,moderate,0.020547326589595377
Pattern5,SELL,11,0.8873235583305359,by_cell_type,B cells,1.4845701386137933,1.5361209306652883,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020547326589595377
Pattern5,SELL,11,0.8873235583305359,by_cell_type,CD14+ Monocytes,2.376531084705922,2.2811644600855536,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020547326589595377
Pattern5,SELL,11,0.8873235583305359,by_cell_type,CD4 T cells,0.8876274302316405,0.7469748387671062,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020547326589595377
Pattern5,SELL,11,0.8873235583305359,by_cell_type,CD8 T cells,3.317568528664077,1.979634448549814,5,5,0,0,1.0,0.0625,up_in_stim,strong,0.0803319209039548
Pattern5,SELL,11,0.8873235583305359,by_cell_type,Dendritic cells,0.9211805758334141,1.1022213587880225,6,5,1,0,0.8333333333333334,0.0625,up_in_stim,strong,0.0803319209039548
Pattern5,SELL,11,0.8873235583305359,by_cell_type,FCGR3A+ Monocytes,4.707891369291192,3.7057038787943095,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.0490301724137931
Pattern5,SELL,11,0.8873235583305359,by_cell_type,Megakaryocytes,-0.2157735404068566,-0.2157735404068566,1,0,1,0,1.0,,down_in_stim,suggestive,
Pattern5,SELL,11,0.8873235583305359,by_cell_type,NK cells,1.0107647217824751,0.9478453765707808,8,7,1,0,0.875,0.015625,up_in_stim,strong,0.038018048128342245
Pattern5,HSP90AB1,12,0.8836015462875366,by_cell_type,B cells,-0.029037051205184516,-0.049585986235831214,8,3,5,0,0.625,0.7421875,down_in_stim,weak_or_mixed,0.7835158062645011
Pattern5,HSP90AB1,12,0.8836015462875366,by_cell_type,CD14+ Monocytes,0.7392248793000176,0.682080271848629,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020547326589595377
Pattern5,HSP90AB1,12,0.8836015462875366,by_cell_type,CD4 T cells,-0.14597982018095945,-0.12727338484572304,8,3,5,0,0.625,0.1953125,down_in_stim,suggestive,0.23202921018276762
Pattern5,HSP90AB1,12,0.8836015462875366,by_cell_type,CD8 T cells,-0.8360093458519525,-0.9032070327042216,5,0,5,0,1.0,0.0625,down_in_stim,strong,0.0803319209039548
Pattern5,HSP90AB1,12,0.8836015462875366,by_cell_type,Dendritic cells,0.3434458926444168,0.23522553709486527,6,6,0,0,1.0,0.03125,up_in_stim,moderate,0.0490301724137931
Pattern5,HSP90AB1,12,0.8836015462875366,by_cell_type,FCGR3A+ Monocytes,0.7701647073904384,0.8181774130587138,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.0490301724137931
Pattern5,HSP90AB1,12,0.8836015462875366,by_cell_type,Megakaryocytes,-1.7441400692576092,-1.7441400692576092,1,0,1,0,1.0,,down_in_stim,strong,
Pattern5,HSP90AB1,12,0.8836015462875366,by_cell_type,NK cells,-0.867260536834032,-0.8982141603869724,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern5,RGCC,13,0.8690941333770752,by_cell_type,B cells,-2.0090367885498175,-1.7429925037571126,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern5,RGCC,13,0.8690941333770752,by_cell_type,CD14+ Monocytes,-3.279312782738679,-3.3491558677560156,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern5,RGCC,13,0.8690941333770752,by_cell_type,CD4 T cells,-1.4534854492163356,-1.4482398822976235,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern5,RGCC,13,0.8690941333770752,by_cell_type,CD8 T cells,-1.2029141194066628,-1.2615441305783843,5,0,5,0,1.0,0.0625,down_in_stim,strong,0.0803319209039548
Pattern5,RGCC,13,0.8690941333770752,by_cell_type,Dendritic cells,-2.6470962983759674,-2.499668378665502,6,0,6,0,1.0,0.03125,down_in_stim,strong,0.0490301724137931
Pattern5,RGCC,13,0.8690941333770752,by_cell_type,FCGR3A+ Monocytes,-3.0508996660637515,-2.866354717345932,6,0,6,0,1.0,0.03125,down_in_stim,strong,0.0490301724137931
Pattern5,RGCC,13,0.8690941333770752,by_cell_type,Megakaryocytes,1.118254768020119,1.118254768020119,1,1,0,0,1.0,,up_in_stim,strong,
Pattern5,RGCC,13,0.8690941333770752,by_cell_type,NK cells,-1.5011095241846621,-1.3517558555929448,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern5,HSP90AA1,14,0.8371414542198181,by_cell_type,B cells,0.29660143866514277,0.2627393611139919,8,7,1,0,0.875,0.0234375,up_in_stim,moderate,0.0490301724137931
Pattern5,HSP90AA1,14,0.8371414542198181,by_cell_type,CD14+ Monocytes,0.8709979613984209,0.8383458611185812,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020547326589595377
Pattern5,HSP90AA1,14,0.8371414542198181,by_cell_type,CD4 T cells,0.10495791202341698,0.07908516548961142,8,5,3,0,0.625,0.1953125,up_in_stim,suggestive,0.23202921018276762
Pattern5,HSP90AA1,14,0.8371414542198181,by_cell_type,CD8 T cells,0.23936997435383453,0.1608228964717,5,3,2,0,0.6,0.3125,up_in_stim,weak_or_mixed,0.35635964912280704
Pattern5,HSP90AA1,14,0.8371414542198181,by_cell_type,Dendritic cells,1.5414242774538887,1.5375033653007124,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.0490301724137931
Pattern5,HSP90AA1,14,0.8371414542198181,by_cell_type,FCGR3A+ Monocytes,0.9420608313699651,1.0019085823144769,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.0490301724137931
Pattern5,HSP90AA1,14,0.8371414542198181,by_cell_type,Megakaryocytes,1.7098301665516011,1.7098301665516011,1,1,0,0,1.0,,up_in_stim,strong,
Pattern5,HSP90AA1,14,0.8371414542198181,by_cell_type,NK cells,0.06428486848750925,-0.045965066086516515,8,4,4,0,0.5,1.0,up_in_stim,weak_or_mixed,1.0
Pattern5,CREM,15,0.8092371225357056,by_cell_type,B cells,0.5783746970271197,0.5300076678637407,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020547326589595377
Pattern5,CREM,15,0.8092371225357056,by_cell_type,CD14+ Monocytes,1.0656401326482148,0.9323052241044847,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020547326589595377
Pattern5,CREM,15,0.8092371225357056,by_cell_type,CD4 T cells,-0.12152550451466637,-0.08268202339660746,8,0,8,0,1.0,0.0078125,down_in_stim,suggestive,0.020547326589595377
Pattern5,CREM,15,0.8092371225357056,by_cell_type,CD8 T cells,0.2955607786324478,-0.048255046469813934,5,2,3,0,0.6,1.0,up_in_stim,weak_or_mixed,1.0
Pattern5,CREM,15,0.8092371225357056,by_cell_type,Dendritic cells,0.04776518788728593,-0.04250441031258223,6,2,4,0,0.6666666666666666,1.0,up_in_stim,weak_or_mixed,1.0
Pattern5,CREM,15,0.8092371225357056,by_cell_type,FCGR3A+ Monocytes,1.129933121199379,1.06889718545415,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.0490301724137931
Pattern5,CREM,15,0.8092371225357056,by_cell_type,Megakaryocytes,0.0,0.0,1,0,0,1,1.0,,mixed_or_unclear,weak_or_mixed,
Pattern5,CREM,15,0.8092371225357056,by_cell_type,NK cells,0.0957238746103275,0.111031446837484,8,4,4,0,0.5,0.640625,up_in_stim,weak_or_mixed,0.6826331967213115
Pattern6,CD74,1,13.929192543029785,by_cell_type,B cells,-0.6412577872976786,-0.5847540395860431,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern6,CD74,1,13.929192543029785,by_cell_type,CD14+ Monocytes,0.09082530603545602,0.14336677647722418,8,6,2,0,0.75,0.1953125,up_in_stim,weak_or_mixed,0.23202921018276762
