"gene","pattern","rank","cogaps_weight","contrast_scope","cell_type","mean_log2fc_stim_vs_ctrl","median_log2fc_stim_vs_ctrl","n_pairs","n_up_pairs","n_down_pairs","n_zero_pairs","sign_consistency","wilcoxon_pvalue","direction","evidence_strength","wilcoxon_fdr"
"VIM","Pattern4",10,5.31218767166138,"by_cell_type","NK cells",-1.30644425332883,-1.29417304114254,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"LGALS1","Pattern4",11,5.23402452468872,"by_cell_type","B cells",-0.953494822358385,-1.05780018818071,8,1,7,0,0.875,0.0208625823327655,"down_in_stim","strong",0.048401191012016
"LGALS1","Pattern4",11,5.23402452468872,"by_cell_type","CD14+ Monocytes",-0.49870992848481,-0.500494887840777,8,0,8,0,1,0.0142661867014469,"down_in_stim","moderate",0.0355341828269169
"LGALS1","Pattern4",11,5.23402452468872,"by_cell_type","CD4 T cells",-0.91021355051958,-1.03145852449684,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"LGALS1","Pattern4",11,5.23402452468872,"by_cell_type","CD8 T cells",-1.0305985605026,-0.942450720125672,5,0,5,0,1,0.0590582290905367,"down_in_stim","strong",0.0736928206665611
"LGALS1","Pattern4",11,5.23402452468872,"by_cell_type","Dendritic cells",-0.296676083352886,-0.297045919491654,6,0,6,0,1,0.0360316862182336,"down_in_stim","moderate",0.0545853156888165
"LGALS1","Pattern4",11,5.23402452468872,"by_cell_type","FCGR3A+ Monocytes",-0.810131443174419,-0.716125535766085,6,0,6,0,1,0.0360316862182336,"down_in_stim","strong",0.0545853156888165
"LGALS1","Pattern4",11,5.23402452468872,"by_cell_type","Megakaryocytes",-5.64353269354611,-5.64353269354611,1,0,1,0,1,NA,"down_in_stim","strong",NA
"LGALS1","Pattern4",11,5.23402452468872,"by_cell_type","NK cells",-0.869215932631773,-0.881758273004593,8,1,7,0,0.875,0.0299739735865559,"down_in_stim","strong",0.0545853156888165
"S100A6","Pattern4",12,5.20331430435181,"by_cell_type","B cells",-0.498707729047867,-0.501599849757524,8,0,8,0,1,0.0142661867014469,"down_in_stim","moderate",0.0355341828269169
"S100A6","Pattern4",12,5.20331430435181,"by_cell_type","CD14+ Monocytes",-1.07458778435197,-1.09874489778463,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"S100A6","Pattern4",12,5.20331430435181,"by_cell_type","CD4 T cells",-0.635267650403605,-0.726416493447625,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"S100A6","Pattern4",12,5.20331430435181,"by_cell_type","CD8 T cells",-0.88114129078323,-0.853044972074072,5,0,5,0,1,0.0590582290905367,"down_in_stim","strong",0.0736928206665611
"S100A6","Pattern4",12,5.20331430435181,"by_cell_type","Dendritic cells",-0.473914494867954,-0.445831510643202,6,0,6,0,1,0.0360316862182336,"down_in_stim","moderate",0.0545853156888165
"S100A6","Pattern4",12,5.20331430435181,"by_cell_type","FCGR3A+ Monocytes",-0.743206632060119,-0.781477927383914,6,0,6,0,1,0.0360316862182336,"down_in_stim","strong",0.0545853156888165
"S100A6","Pattern4",12,5.20331430435181,"by_cell_type","Megakaryocytes",3.8993926242885,3.8993926242885,1,1,0,0,1,NA,"up_in_stim","strong",NA
"S100A6","Pattern4",12,5.20331430435181,"by_cell_type","NK cells",-1.14917676316023,-1.25431166218241,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"TYROBP","Pattern4",13,5.18531322479248,"by_cell_type","B cells",1.03582250378937,-0.155288082908844,8,3,4,1,0.5,0.554113130069446,"up_in_stim","weak_or_mixed",0.598324284064348
"TYROBP","Pattern4",13,5.18531322479248,"by_cell_type","CD14+ Monocytes",-0.0782748227877716,-0.0576521562586256,8,1,7,0,0.875,0.107327557761612,"down_in_stim","weak_or_mixed",0.130464037279085
"TYROBP","Pattern4",13,5.18531322479248,"by_cell_type","CD4 T cells",-0.0378701105107681,-0.179429357782261,8,3,5,0,0.625,0.726286148878805,"down_in_stim","weak_or_mixed",0.761943608384483
"TYROBP","Pattern4",13,5.18531322479248,"by_cell_type","CD8 T cells",-0.510165857016397,-0.46712907473211,5,1,4,0,0.8,0.280712665268496,"down_in_stim","strong",0.319241854619074
"TYROBP","Pattern4",13,5.18531322479248,"by_cell_type","Dendritic cells",0.0613816640695998,0.0271665934735861,6,3,3,0,0.5,1,"up_in_stim","weak_or_mixed",1
"TYROBP","Pattern4",13,5.18531322479248,"by_cell_type","FCGR3A+ Monocytes",0.406098487993524,0.420282867464944,6,6,0,0,1,0.0360316862182336,"up_in_stim","moderate",0.0545853156888165
"TYROBP","Pattern4",13,5.18531322479248,"by_cell_type","Megakaryocytes",3.8993926242885,3.8993926242885,1,1,0,0,1,NA,"up_in_stim","strong",NA
"TYROBP","Pattern4",13,5.18531322479248,"by_cell_type","NK cells",-0.290775498705122,-0.242175123178866,8,1,7,0,0.875,0.0299739735865559,"down_in_stim","moderate",0.0545853156888165
"FCER1G","Pattern4",14,5.04347705841064,"by_cell_type","B cells",1.70545407282855,0.560752976061997,8,7,1,0,0.875,0.0800579199844347,"up_in_stim","strong",0.0990960838831723
"FCER1G","Pattern4",14,5.04347705841064,"by_cell_type","CD14+ Monocytes",-0.295505583527714,-0.323969344567409,8,0,8,0,1,0.0142661867014469,"down_in_stim","moderate",0.0355341828269169
"FCER1G","Pattern4",14,5.04347705841064,"by_cell_type","CD4 T cells",0.135874569202024,-0.0172001338008645,8,4,4,0,0.5,0.833634883024682,"up_in_stim","weak_or_mixed",0.856850031665876
"FCER1G","Pattern4",14,5.04347705841064,"by_cell_type","CD8 T cells",-0.085306002693032,-0.145538019845387,5,2,3,0,0.6,1,"down_in_stim","weak_or_mixed",1
"FCER1G","Pattern4",14,5.04347705841064,"by_cell_type","Dendritic cells",-0.398267290070514,-0.313946635222444,6,1,5,0,0.833333333333333,0.142213241936393,"down_in_stim","moderate",0.169321337906673
"FCER1G","Pattern4",14,5.04347705841064,"by_cell_type","FCGR3A+ Monocytes",-0.283466648884954,-0.320114026069485,6,0,6,0,1,0.0360316862182336,"down_in_stim","moderate",0.0545853156888165
"FCER1G","Pattern4",14,5.04347705841064,"by_cell_type","Megakaryocytes",-1.74414006925761,-1.74414006925761,1,0,1,0,1,NA,"down_in_stim","strong",NA
"FCER1G","Pattern4",14,5.04347705841064,"by_cell_type","NK cells",-0.252158869518194,-0.292814758102423,8,1,7,0,0.875,0.0299739735865559,"down_in_stim","moderate",0.0545853156888165
"GAPDH","Pattern4",15,4.96210813522339,"by_cell_type","B cells",-1.14728604530828,-1.11398029396294,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"GAPDH","Pattern4",15,4.96210813522339,"by_cell_type","CD14+ Monocytes",-1.37439459292889,-1.39804641387112,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"GAPDH","Pattern4",15,4.96210813522339,"by_cell_type","CD4 T cells",-0.91056309875786,-0.805077481377158,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"GAPDH","Pattern4",15,4.96210813522339,"by_cell_type","CD8 T cells",-0.971845931956047,-0.892242322822881,5,0,5,0,1,0.0590582290905367,"down_in_stim","strong",0.0736928206665611
"GAPDH","Pattern4",15,4.96210813522339,"by_cell_type","Dendritic cells",-0.904039595949854,-0.910470983067603,6,0,6,0,1,0.0360316862182336,"down_in_stim","strong",0.0545853156888165
"GAPDH","Pattern4",15,4.96210813522339,"by_cell_type","FCGR3A+ Monocytes",-1.1068140589827,-1.05375906348789,6,0,6,0,1,0.0360316862182336,"down_in_stim","strong",0.0545853156888165
"GAPDH","Pattern4",15,4.96210813522339,"by_cell_type","Megakaryocytes",-0.222704912344752,-0.222704912344752,1,0,1,0,1,NA,"down_in_stim","suggestive",NA
"GAPDH","Pattern4",15,4.96210813522339,"by_cell_type","NK cells",-1.0705271442142,-1.07825263924901,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"FTH1","Pattern5",1,9.55227184295654,"by_cell_type","B cells",-1.30982434414063,-1.25829214253498,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"FTH1","Pattern5",1,9.55227184295654,"by_cell_type","CD14+ Monocytes",-1.13314165433764,-1.0824018232817,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"FTH1","Pattern5",1,9.55227184295654,"by_cell_type","CD4 T cells",-0.845984476155722,-0.840368929780212,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"FTH1","Pattern5",1,9.55227184295654,"by_cell_type","CD8 T cells",-1.00213076518342,-0.91823308389545,5,0,5,0,1,0.0590582290905367,"down_in_stim","strong",0.0736928206665611
"FTH1","Pattern5",1,9.55227184295654,"by_cell_type","Dendritic cells",-1.08042324299839,-0.994497210460398,6,0,6,0,1,0.0360316862182336,"down_in_stim","strong",0.0545853156888165
"FTH1","Pattern5",1,9.55227184295654,"by_cell_type","FCGR3A+ Monocytes",-1.08695205601665,-1.10571513039191,6,0,6,0,1,0.0360316862182336,"down_in_stim","strong",0.0545853156888165
"FTH1","Pattern5",1,9.55227184295654,"by_cell_type","Megakaryocytes",0.468200785918107,0.468200785918107,1,1,0,0,1,NA,"up_in_stim","moderate",NA
"FTH1","Pattern5",1,9.55227184295654,"by_cell_type","NK cells",-0.639793865137892,-0.69649912109545,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"ACTB","Pattern5",2,7.52307558059692,"by_cell_type","B cells",-0.741105858593112,-0.816369989518186,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"ACTB","Pattern5",2,7.52307558059692,"by_cell_type","CD14+ Monocytes",-1.54669876056327,-1.52553233812835,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"ACTB","Pattern5",2,7.52307558059692,"by_cell_type","CD4 T cells",-0.607379927150278,-0.592141269920222,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"ACTB","Pattern5",2,7.52307558059692,"by_cell_type","CD8 T cells",-0.518022348967884,-0.488414417361643,5,0,5,0,1,0.0590582290905367,"down_in_stim","strong",0.0736928206665611
"ACTB","Pattern5",2,7.52307558059692,"by_cell_type","Dendritic cells",-1.06800272558846,-1.05867991559282,6,0,6,0,1,0.0360316862182336,"down_in_stim","strong",0.0545853156888165
"ACTB","Pattern5",2,7.52307558059692,"by_cell_type","FCGR3A+ Monocytes",-1.2759696853827,-1.26308319892601,6,0,6,0,1,0.0360316862182336,"down_in_stim","strong",0.0545853156888165
"ACTB","Pattern5",2,7.52307558059692,"by_cell_type","Megakaryocytes",0.639111497259035,0.639111497259035,1,1,0,0,1,NA,"up_in_stim","strong",NA
"ACTB","Pattern5",2,7.52307558059692,"by_cell_type","NK cells",-0.402425366297569,-0.347642554443811,8,1,7,0,0.875,0.058707408431205,"down_in_stim","moderate",0.0736928206665611
"PFN1","Pattern5",3,5.88509893417358,"by_cell_type","B cells",-0.918730902305753,-0.890116283416831,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"PFN1","Pattern5",3,5.88509893417358,"by_cell_type","CD14+ Monocytes",-1.57770320348835,-1.58707971077273,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"PFN1","Pattern5",3,5.88509893417358,"by_cell_type","CD4 T cells",-0.468492139201787,-0.513271742146594,8,0,8,0,1,0.0142661867014469,"down_in_stim","moderate",0.0355341828269169
"PFN1","Pattern5",3,5.88509893417358,"by_cell_type","CD8 T cells",-0.77034820879009,-0.763229129843751,5,0,5,0,1,0.0590582290905367,"down_in_stim","strong",0.0736928206665611
"PFN1","Pattern5",3,5.88509893417358,"by_cell_type","Dendritic cells",-1.12989286936286,-1.11888386415556,6,0,6,0,1,0.0360316862182336,"down_in_stim","strong",0.0545853156888165
"PFN1","Pattern5",3,5.88509893417358,"by_cell_type","FCGR3A+ Monocytes",-1.314674594474,-1.26813534894533,6,0,6,0,1,0.0360316862182336,"down_in_stim","strong",0.0545853156888165
"PFN1","Pattern5",3,5.88509893417358,"by_cell_type","Megakaryocytes",4.8502237767458,4.8502237767458,1,1,0,0,1,NA,"up_in_stim","strong",NA
"PFN1","Pattern5",3,5.88509893417358,"by_cell_type","NK cells",-0.872997176293971,-0.887950926026316,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"CCR7","Pattern5",4,2.10904932022095,"by_cell_type","B cells",0.382979026281602,0.563920298542889,8,7,1,0,0.875,0.183430618982178,"up_in_stim","moderate",0.212779518019327
"CCR7","Pattern5",4,2.10904932022095,"by_cell_type","CD14+ Monocytes",0.657875746338002,0.562079576113399,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0355341828269169
"CCR7","Pattern5",4,2.10904932022095,"by_cell_type","CD4 T cells",0.267199804299609,0.267150252325695,8,8,0,0,1,0.0142661867014469,"up_in_stim","moderate",0.0355341828269169
"CCR7","Pattern5",4,2.10904932022095,"by_cell_type","CD8 T cells",2.93156698410995,1.25212159039156,5,4,1,0,0.8,0.105645429201877,"up_in_stim","strong",0.128804937705592
"CCR7","Pattern5",4,2.10904932022095,"by_cell_type","Dendritic cells",0.721376203854098,0.731834170111507,6,5,1,0,0.833333333333333,0.0591720678258594,"up_in_stim","strong",0.0736928206665611
"CCR7","Pattern5",4,2.10904932022095,"by_cell_type","FCGR3A+ Monocytes",2.18987935627305,1.02096265609233,6,5,1,0,0.833333333333333,0.142213241936393,"up_in_stim","strong",0.169321337906673
"CCR7","Pattern5",4,2.10904932022095,"by_cell_type","Megakaryocytes",1.30325092564244,1.30325092564244,1,1,0,0,1,NA,"up_in_stim","strong",NA
"CCR7","Pattern5",4,2.10904932022095,"by_cell_type","NK cells",-1.94245793857921,-0.77103366643806,8,2,6,0,0.75,0.141482121482793,"down_in_stim","strong",0.169321337906673
"VIM","Pattern5",5,1.92166268825531,"by_cell_type","B cells",-0.734435732246494,-0.660952930270582,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"VIM","Pattern5",5,1.92166268825531,"by_cell_type","CD14+ Monocytes",-1.02338174891712,-1.0306878538704,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"VIM","Pattern5",5,1.92166268825531,"by_cell_type","CD4 T cells",-0.829285605409561,-0.864813680796333,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"VIM","Pattern5",5,1.92166268825531,"by_cell_type","CD8 T cells",-1.21182999318689,-1.33401501725598,5,0,5,0,1,0.0590582290905367,"down_in_stim","strong",0.0736928206665611
"VIM","Pattern5",5,1.92166268825531,"by_cell_type","Dendritic cells",-0.723510034764851,-0.69198040823157,6,0,6,0,1,0.0360316862182336,"down_in_stim","strong",0.0545853156888165
"VIM","Pattern5",5,1.92166268825531,"by_cell_type","FCGR3A+ Monocytes",-0.655307991471691,-0.651525010968994,6,0,6,0,1,0.0360316862182336,"down_in_stim","strong",0.0545853156888165
"VIM","Pattern5",5,1.92166268825531,"by_cell_type","Megakaryocytes",3.8993926242885,3.8993926242885,1,1,0,0,1,NA,"up_in_stim","strong",NA
"VIM","Pattern5",5,1.92166268825531,"by_cell_type","NK cells",-1.30644425332883,-1.29417304114254,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"HSPA8","Pattern5",6,1.72707188129425,"by_cell_type","B cells",-0.00325906372116758,0.0652854231955722,8,5,3,0,0.625,0.833634883024682,"down_in_stim","weak_or_mixed",0.856850031665876
"HSPA8","Pattern5",6,1.72707188129425,"by_cell_type","CD14+ Monocytes",0.139430534258761,0.188011818089711,8,5,3,0,0.625,0.183430618982178,"up_in_stim","suggestive",0.212779518019327
"HSPA8","Pattern5",6,1.72707188129425,"by_cell_type","CD4 T cells",0.0565586580753945,0.0262800026049401,8,5,3,0,0.625,0.528612125255688,"up_in_stim","weak_or_mixed",0.573129202962741
"HSPA8","Pattern5",6,1.72707188129425,"by_cell_type","CD8 T cells",0.335215090918105,0.20084660709936,5,4,1,0,0.8,0.105645429201877,"up_in_stim","moderate",0.128804937705592
"HSPA8","Pattern5",6,1.72707188129425,"by_cell_type","Dendritic cells",0.5492420113519,0.597020576804575,6,6,0,0,1,0.0360316862182336,"up_in_stim","strong",0.0545853156888165
"HSPA8","Pattern5",6,1.72707188129425,"by_cell_type","FCGR3A+ Monocytes",0.617095558458796,0.481745869532102,6,6,0,0,1,0.0360316862182336,"up_in_stim","strong",0.0545853156888165
"HSPA8","Pattern5",6,1.72707188129425,"by_cell_type","Megakaryocytes",-5.64353269354611,-5.64353269354611,1,0,1,0,1,NA,"down_in_stim","strong",NA
"HSPA8","Pattern5",6,1.72707188129425,"by_cell_type","NK cells",0.338669931029365,0.345602819608824,8,7,1,0,0.875,0.042315274905714,"up_in_stim","moderate",0.0631617706313231
"LTB","Pattern5",7,1.42058217525482,"by_cell_type","B cells",-0.472868389888893,-0.412933786088305,8,2,6,0,0.75,0.058707408431205,"down_in_stim","moderate",0.0736928206665611
"LTB","Pattern5",7,1.42058217525482,"by_cell_type","CD14+ Monocytes",-1.03506169276693,-0.788110941697405,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"LTB","Pattern5",7,1.42058217525482,"by_cell_type","CD4 T cells",-0.538791991536449,-0.576240606588853,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"LTB","Pattern5",7,1.42058217525482,"by_cell_type","CD8 T cells",-2.07908358411373,-0.384000206468885,5,2,3,0,0.6,0.589638551626567,"down_in_stim","weak_or_mixed",0.633315481376683
"LTB","Pattern5",7,1.42058217525482,"by_cell_type","Dendritic cells",0.798333190409342,0.687774252480287,6,5,1,0,0.833333333333333,0.142213241936393,"up_in_stim","strong",0.169321337906673
"LTB","Pattern5",7,1.42058217525482,"by_cell_type","FCGR3A+ Monocytes",-1.65423042769108,-0.414322593436581,6,3,3,0,0.5,0.401678166469773,"down_in_stim","weak_or_mixed",0.445577419635868
"LTB","Pattern5",7,1.42058217525482,"by_cell_type","Megakaryocytes",-4.11516616469536,-4.11516616469536,1,0,1,0,1,NA,"down_in_stim","strong",NA
"LTB","Pattern5",7,1.42058217525482,"by_cell_type","NK cells",1.71133915801606,-0.401394949325714,8,2,5,1,0.625,0.932646638965876,"up_in_stim","moderate",0.956198321768045
"EMP3","Pattern5",8,1.31838953495026,"by_cell_type","B cells",-0.696041940915319,-0.689002088208482,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"EMP3","Pattern5",8,1.31838953495026,"by_cell_type","CD14+ Monocytes",-0.309710515550947,-0.308539590504785,8,0,8,0,1,0.0142661867014469,"down_in_stim","moderate",0.0355341828269169
"EMP3","Pattern5",8,1.31838953495026,"by_cell_type","CD4 T cells",-0.375061443789774,-0.336529728584247,8,0,8,0,1,0.0142661867014469,"down_in_stim","moderate",0.0355341828269169
"EMP3","Pattern5",8,1.31838953495026,"by_cell_type","CD8 T cells",-0.825366611520412,-0.837208606807902,5,0,5,0,1,0.0590582290905367,"down_in_stim","strong",0.0736928206665611
"EMP3","Pattern5",8,1.31838953495026,"by_cell_type","Dendritic cells",-0.250847719603506,-0.22534456131651,6,0,6,0,1,0.0360316862182336,"down_in_stim","moderate",0.0545853156888165
"EMP3","Pattern5",8,1.31838953495026,"by_cell_type","FCGR3A+ Monocytes",-0.298349719160982,-0.227530030617448,6,1,5,0,0.833333333333333,0.0591720678258594,"down_in_stim","moderate",0.0736928206665611
"EMP3","Pattern5",8,1.31838953495026,"by_cell_type","Megakaryocytes",-4.11516616469536,-4.11516616469536,1,0,1,0,1,NA,"down_in_stim","strong",NA
"EMP3","Pattern5",8,1.31838953495026,"by_cell_type","NK cells",-1.02055143849935,-0.943910909301452,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"FTL","Pattern5",9,1.19442474842072,"by_cell_type","B cells",-0.925740020974422,-0.82183828793841,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"FTL","Pattern5",9,1.19442474842072,"by_cell_type","CD14+ Monocytes",-0.604903657267645,-0.575119116664283,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"FTL","Pattern5",9,1.19442474842072,"by_cell_type","CD4 T cells",-0.671531719426218,-0.668002533457139,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"FTL","Pattern5",9,1.19442474842072,"by_cell_type","CD8 T cells",-0.788835455723273,-0.739720216546825,5,0,5,0,1,0.0590582290905367,"down_in_stim","strong",0.0736928206665611
"FTL","Pattern5",9,1.19442474842072,"by_cell_type","Dendritic cells",-0.494676804582848,-0.570822117226686,6,1,5,0,0.833333333333333,0.0591720678258594,"down_in_stim","moderate",0.0736928206665611
"FTL","Pattern5",9,1.19442474842072,"by_cell_type","FCGR3A+ Monocytes",-0.684440942377783,-0.694811179204106,6,0,6,0,1,0.0360316862182336,"down_in_stim","strong",0.0545853156888165
"FTL","Pattern5",9,1.19442474842072,"by_cell_type","Megakaryocytes",-0.27305778771284,-0.27305778771284,1,0,1,0,1,NA,"down_in_stim","moderate",NA
"FTL","Pattern5",9,1.19442474842072,"by_cell_type","NK cells",-0.739463168002537,-0.81937274878912,8,1,7,0,0.875,0.0208625823327655,"down_in_stim","strong",0.048401191012016
"ACTG1","Pattern5",10,0.894158959388733,"by_cell_type","B cells",-0.583974191741574,-0.559628401665141,8,1,7,0,0.875,0.0208625823327655,"down_in_stim","strong",0.048401191012016
"ACTG1","Pattern5",10,0.894158959388733,"by_cell_type","CD14+ Monocytes",-1.45849558882204,-1.42550460206222,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"ACTG1","Pattern5",10,0.894158959388733,"by_cell_type","CD4 T cells",-0.395681757075095,-0.430478574057847,8,0,8,0,1,0.0142661867014469,"down_in_stim","moderate",0.0355341828269169
"ACTG1","Pattern5",10,0.894158959388733,"by_cell_type","CD8 T cells",0.0273161977963927,-0.114963085456214,5,2,3,0,0.6,0.787406490666269,"up_in_stim","weak_or_mixed",0.817456169924791
"ACTG1","Pattern5",10,0.894158959388733,"by_cell_type","Dendritic cells",-0.686640153803804,-0.744715237724436,6,0,6,0,1,0.0360316862182336,"down_in_stim","strong",0.0545853156888165
"ACTG1","Pattern5",10,0.894158959388733,"by_cell_type","FCGR3A+ Monocytes",-1.17755651818477,-1.19800142807001,6,0,6,0,1,0.0360316862182336,"down_in_stim","strong",0.0545853156888165
"ACTG1","Pattern5",10,0.894158959388733,"by_cell_type","Megakaryocytes",-5.07292868909055,-5.07292868909055,1,0,1,0,1,NA,"down_in_stim","strong",NA
"ACTG1","Pattern5",10,0.894158959388733,"by_cell_type","NK cells",-0.433087174526798,-0.430038883590528,8,0,8,0,1,0.0142661867014469,"down_in_stim","moderate",0.0355341828269169
"SELL","Pattern5",11,0.887323558330536,"by_cell_type","B cells",1.48457013861379,1.53612093066529,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0355341828269169
"SELL","Pattern5",11,0.887323558330536,"by_cell_type","CD14+ Monocytes",2.37653108470592,2.28116446008555,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0355341828269169
"SELL","Pattern5",11,0.887323558330536,"by_cell_type","CD4 T cells",0.88762743023164,0.746974838767106,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0355341828269169
"SELL","Pattern5",11,0.887323558330536,"by_cell_type","CD8 T cells",3.31756852866408,1.97963444854981,5,5,0,0,1,0.0590582290905367,"up_in_stim","strong",0.0736928206665611
"SELL","Pattern5",11,0.887323558330536,"by_cell_type","Dendritic cells",0.921180575833414,1.10222135878802,6,5,1,0,0.833333333333333,0.0591720678258594,"up_in_stim","strong",0.0736928206665611
"SELL","Pattern5",11,0.887323558330536,"by_cell_type","FCGR3A+ Monocytes",4.70789136929119,3.70570387879431,6,6,0,0,1,0.0360316862182336,"up_in_stim","strong",0.0545853156888165
"SELL","Pattern5",11,0.887323558330536,"by_cell_type","Megakaryocytes",-0.215773540406857,-0.215773540406857,1,0,1,0,1,NA,"down_in_stim","suggestive",NA
"SELL","Pattern5",11,0.887323558330536,"by_cell_type","NK cells",1.01076472178248,0.947845376570781,8,7,1,0,0.875,0.0208625823327655,"up_in_stim","strong",0.048401191012016
"HSP90AB1","Pattern5",12,0.883601546287537,"by_cell_type","B cells",-0.0290370512051845,-0.0495859862358312,8,3,5,0,0.625,0.726286148878805,"down_in_stim","weak_or_mixed",0.761943608384483
"HSP90AB1","Pattern5",12,0.883601546287537,"by_cell_type","CD14+ Monocytes",0.739224879300018,0.682080271848629,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0355341828269169
"HSP90AB1","Pattern5",12,0.883601546287537,"by_cell_type","CD4 T cells",-0.145979820180959,-0.127273384845723,8,3,5,0,0.625,0.183430618982178,"down_in_stim","suggestive",0.212779518019327
"HSP90AB1","Pattern5",12,0.883601546287537,"by_cell_type","CD8 T cells",-0.836009345851953,-0.903207032704222,5,0,5,0,1,0.0590582290905367,"down_in_stim","strong",0.0736928206665611
"HSP90AB1","Pattern5",12,0.883601546287537,"by_cell_type","Dendritic cells",0.343445892644417,0.235225537094865,6,6,0,0,1,0.0360316862182336,"up_in_stim","moderate",0.0545853156888165
"HSP90AB1","Pattern5",12,0.883601546287537,"by_cell_type","FCGR3A+ Monocytes",0.770164707390438,0.818177413058714,6,6,0,0,1,0.0360316862182336,"up_in_stim","strong",0.0545853156888165
"HSP90AB1","Pattern5",12,0.883601546287537,"by_cell_type","Megakaryocytes",-1.74414006925761,-1.74414006925761,1,0,1,0,1,NA,"down_in_stim","strong",NA
"HSP90AB1","Pattern5",12,0.883601546287537,"by_cell_type","NK cells",-0.867260536834032,-0.898214160386972,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"RGCC","Pattern5",13,0.869094133377075,"by_cell_type","B cells",-2.00903678854982,-1.74299250375711,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"RGCC","Pattern5",13,0.869094133377075,"by_cell_type","CD14+ Monocytes",-3.27931278273868,-3.34915586775602,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"RGCC","Pattern5",13,0.869094133377075,"by_cell_type","CD4 T cells",-1.45348544921634,-1.44823988229762,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"RGCC","Pattern5",13,0.869094133377075,"by_cell_type","CD8 T cells",-1.20291411940666,-1.26154413057838,5,0,5,0,1,0.0590582290905367,"down_in_stim","strong",0.0736928206665611
"RGCC","Pattern5",13,0.869094133377075,"by_cell_type","Dendritic cells",-2.64709629837597,-2.4996683786655,6,0,6,0,1,0.0360316862182336,"down_in_stim","strong",0.0545853156888165
"RGCC","Pattern5",13,0.869094133377075,"by_cell_type","FCGR3A+ Monocytes",-3.05089966606375,-2.86635471734593,6,0,6,0,1,0.0360316862182336,"down_in_stim","strong",0.0545853156888165
"RGCC","Pattern5",13,0.869094133377075,"by_cell_type","Megakaryocytes",1.11825476802012,1.11825476802012,1,1,0,0,1,NA,"up_in_stim","strong",NA
"RGCC","Pattern5",13,0.869094133377075,"by_cell_type","NK cells",-1.50110952418466,-1.35175585559294,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"HSP90AA1","Pattern5",14,0.837141454219818,"by_cell_type","B cells",0.296601438665143,0.262739361113992,8,7,1,0,0.875,0.0299739735865559,"up_in_stim","moderate",0.0545853156888165
